PN_NR;BEZEICHNUNG;MANUELLE_BUCHUNGEN;Aenderung_Release
8961;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8962;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8963;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8964;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8965;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8966;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8967;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8968;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8969;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8970;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8971;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8972;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8973;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8974;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8975;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8976;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8977;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8978;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8979;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8980;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8981;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8982;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8983;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8984;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8985;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8986;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8987;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8988;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8989;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8990;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8991;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8992;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8993;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8994;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8995;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8996;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8997;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8998;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
8999;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9000;Ausbuchungslauf am letzten BT des Jahres. Ausbuchung Erfolgskonten gegen Gewinnverwendungskonto;;aenderung_bezeichnung
9001;Umsätze aus Nachtragsbuchungen;;
9002;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9003;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9004;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9005;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9006;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9007;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9008;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9009;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9010;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9011;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9012;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9013;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9014;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9015;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9016;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9017;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9018;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9019;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9020;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9021;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9022;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9023;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9024;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9025;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9026;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9027;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9028;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9029;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9030;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9031;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9032;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9033;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9034;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9035;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9036;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9037;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9038;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9039;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9040;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9041;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9042;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9043;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9044;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9045;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9046;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9047;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9048;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9049;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9050;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9051;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9052;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9053;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9054;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9055;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9056;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9057;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9058;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9059;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9060;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9061;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9062;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9063;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9064;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9065;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9066;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9067;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9068;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9069;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9070;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9071;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9072;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9073;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9074;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9075;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9076;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9077;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9078;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9079;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9080;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9081;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9082;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9083;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9084;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9085;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9086;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9087;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9088;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9089;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9090;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9091;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9092;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9093;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9094;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9095;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9096;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9097;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9098;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9099;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9100;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9101;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9102;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9103;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9104;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9105;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9106;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9107;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9108;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9109;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9110;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9111;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9112;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9113;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9114;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9115;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9116;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9117;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9118;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9119;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9120;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9121;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9122;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9123;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9124;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9125;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9126;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9127;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9128;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9129;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9130;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9131;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9132;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9133;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9134;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9135;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9136;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9137;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9138;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9139;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9140;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9141;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9142;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9143;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9144;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9145;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9146;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9147;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9148;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9149;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9150;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9151;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9152;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9153;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9154;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9155;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9156;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9157;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9158;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9159;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9160;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9161;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9162;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9163;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9164;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9165;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9166;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9167;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9168;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9169;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9170;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9171;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9172;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9173;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9174;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9175;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9176;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9177;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9178;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9179;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9180;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9181;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9182;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9183;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9184;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9185;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9186;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9187;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9188;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9189;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9190;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9191;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9192;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9193;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9194;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9195;zentraler und interne DATA wenn Absender nicht zuordenbar (werden fortlaufend vergeben);;
9196;Eingang regional Soll;;
9197;Eingang regional Haben;;
9198;Eingang FI-Gruppen LRP Soll;;
9199;Eingang FI-Gruppen LRP Haben;;
9200;DATA-Eingang vom anderen Rechner der Finanz Informatik (Soll und BSE);;
9201;DATA-Eingang vom anderen Rechner der Finanz Informatik (Haben und EZÜ);;
9202;DATA-Eingang vom SRZ Köln (Soll und BSE);;
9203;DATA-Eingang vom SRZ Köln (Haben und EZÜ);;
9204;DATA-Eingang Schleswig-Holstein (Soll und BSE);;
9205;DATA-Eingang Schleswig-Holstein (Haben und EZÜ);;
9206;DATA-Eingang von der DVG Karlsruhe (Soll und BSE);;
9207;DATA-Eingang von der DVG Karlsruhe (Haben und EZÜ);;
9208;DATA-Eingang von der HeLaBa FFM. (Soll und BSE);;
9209;DATA-Eingang von der HeLaBa FFM. (Haben und EZÜ);;
9210;DATA-Eingang von der SPK Berlin West (Soll und BSE);;
9211;DATA-Eingang von der SPK Berlin West (Haben und EZÜ);;
9212;DATA-Eingang von der Landesbank Berlin (Soll und BSE);;
9213;DATA-Eingang von der Landesbank Berlin (Haben und EZÜ);;
9214;DATA-Eingang von der Hamburgischen Landesbank (Soll und BSE);;
9215;DATA-Eingang von der Hamburgischen Landesbank (Haben und EZÜ);;
9216;DATA-Eingang von der DVG (LB) Kiel (Soll und BSE);;
9217;DATA-Eingang von der DVG (LB) Kiel (Haben und EZÜ);;
9218;DATA-Eingang von der DVG (LB) Hannover (Soll und BSE);;
9219;DATA-Eingang von der DVG (LB) Hannover (Haben und EZÜ);;
9220;DATA-Eingang von der Landesbank Rheinland-Pfalz (Soll und BSE);;
9221;DATA-Eingang von der Landesbank Rheinland-Pfalz (Haben und EZÜ);;
9222;DATA-Eingang von der SIG Mainz (Soll und BSE);;
9223;DATA-Eingang von der SIG Mainz (Haben und EZÜ);;
9224;DATA-Eingang vom Spk. Giroverband Saar (Soll und BSE);;
9225;DATA-Eingang vom Spk. Giroverband Saar (Haben und EZÜ);;
9226;DATA-Eingang vom RWSO Württemberg (Soll und BSE);;
9227;DATA-Eingang vom RWSO Württemberg (Haben und EZÜ);;
9228;DATA-Eingang von der Bayerischen Landesbank (Soll und BSE);;
9229;DATA-Eingang von der Bayerischen Landesbank (Haben und EZÜ);;
9230;DATA-Eingang von der LBBW (Soll und BSE);;
9231;DATA-Eingang von der LBBW (Haben und EZÜ);;
9232;;;
9233;;;
9234;;;
9235;;;
9236;DATA-Eingang von der Landesbank Leipzig (Soll und BSE);;
9237;DATA-Eingang von der Landesbank Leipzig (Haben und EZÜ);;
9238;DATA-Eingang vom RHSO (Soll und BSE);;
9239;DATA-Eingang vom RHSO (Haben und EZÜ);;
9240;DATA-Eingang vom SRZ 3. Leitweg (Soll und BSE);;
9241;DATA-Eingang vom SRZ 3. Leitweg (Haben und EZÜ);;
9242;DATA-Eingang von der IZB München (Soll und BSE);;
9243;DATA-Eingang von der IZB München (Haben und EZÜ);;
9244;DATA-Eingang von der IZB Nürnberg (Soll und BSE);;
9245;DATA-Eingang von der IZB Nürnberg (Haben und EZÜ);;
9246;DATA-Eingang von der IZB Passau (Soll und BSE);;
9247;DATA-Eingang von der IZB Passau (Haben und EZÜ;;
9248;DATA-Eingang VRZ-WESTLB     Soll    (Wenn nicht GZ);;
9249;DATA-Eingang VRZ-WESTLB     Haben    (Wenn nicht GZ);;
9250;DATA-Eingang von der regionalen Landesbank (Soll und BSE);;
9251;DATA-Eingang von der regionalen Landesbank (Haben und EZÜ);;
9252;DATA-Eingang von der WGZ-Bank (Soll und BSE);;
9253;DATA-Eingang von der WGZ-Bank (Haben und EZÜ);;
9254;DATA-Eingang von der WestLB WP-Serve + Batch Soll;;
9255;DATA-Eingang von der WestLB WP-Serve + Batch Haben;;
9256;DATA-Eingang von der Commerzbank (Soll und BSE);;
9257;DATA-Eingang von der Commerzbank (Haben und EZÜ);;
9258;DATA-Eingang von der Deutschen Bank (Soll und BSE);;
9259;DATA-Eingang von der Deutschen Bank (Haben und EZÜ);;
9260;;;
9261;Rentenservice (Haben);;
9262;DATA-Eingang von der LZB Stuttgart  (Soll und BSE);;
9263;DATA-Eingang von der  LZB Stuttgart (Haben und EZÜ);;
9264;DATA-Eingang von der Post (Soll und BSE);;
9265;DATA-Eingang von der Post (Haben und EZÜ);;
9266;DATA-Eingang von der Commerzbank (Soll und BSE);;
9267;DATA-Eingang von der Commerzbank (Haben und EZÜ);;
9268;DATA-Eingang von der BW-Bank (Soll und BSE);;
9269;DATA-Eingang von der BW-Bank (Haben und EZÜ);;
9270;DATA-Eingang von der Dresdner Bank (Soll und BSE);;
9271;DATA-Eingang von der Dresdner Bank (Haben und EZÜ);;
9272;DATA-Eingang von der Hypo-Bank via BLB (Soll und BSE);;
9273;DATA-Eingang von der Hypo-Bank via BLB (Haben und EZÜ);;
9274;Eingang Soll von der LBS Nord über die NordLB;;aenderung_bezeichnung
9275;Eingang Haben von der LBS Nord über die NordLB;;aenderung_bezeichnung
9276;;;
9277;;;
9278;;;
9279;;;
9280;RTGSPlus-Eingang von der LZB;;
9281;;;
9282;;;
9283;;;
9284;;;
9285;;;
9286;;;
9287;;;
9288;Blaues Konto an rotes Konto SOLL;;aenderung_bezeichnung
9289;Blaues Konto an rotes Konto Haben;;aenderung_bezeichnung
9290;;;
9291;;;
9292;;;
9293;;;
9294;;;
9295;;;
9296;ELS-Verrechnung (Soll);;
9297;ELS-Verrechnung (Haben);;
9298;VRZ-Gegenwerte beim Senden für GZ (Soll);;
9299;VRZ-Gegenwerte beim Senden für GZ (Haben);;
9300;DATA-Intern Ausgang (Soll);;
9301;DATA-Intern Ausgang (Haben);;
9302;GAA-Fremdverfügungen Ausgang;;
9303;BSE-/EZL-Ausgang (Soll);;
9304;EZL-Erfassung;;
9305;Rückgabe/Weiterleitung Lastschriften;;
9306;Rückgabe/Weiterleitung Gutschriften, BTX-Sammellastschriften;;
9307;Telefonbanking (Verwendung nur bis 2003);;
9308;;;
9309;HBCI-Lastschriften;;
9310;HBCI-Überweisungen;;
9311;Soll-Ausbuchung LIQ.-Transfer S-Buchen (Kundenbuchung mit 9494);;
9312;Haben-Ausbuchung LIQ.-Transfer S-Buchen (Kundenbuchung mit 9493);;
9313;Soll-Ausbuchung stationärer Vertrieb - Lastschriften aus stationären Vertrieb;x;
9314;Haben-Ausbuchung stationärer Vertrieb - Überweisungen aus stationären Vertrieb;x;
9315;Soll-CS/ 2 WILKEN AZ 9;;
9316;Haben-CS/ 2 WILKEN AZ 9;;
9317;SEPA-ZV-Ausgang aus der KORE-Transkationen (Soll);x;aenderung_bezeichnung
9318;SEPA-ZV-Ausgang aus der KORE-Transkationen (Haben);x;aenderung_bezeichnung
9319;Direktbanking: Hausinterne Umbuchung Passiv;x;
9320;ATBL stationäre Erfassung;x;
9321;EU-AZV;;
9322;EILIGE ZAHLUNGEN RTGS-PLUS;x;
9323;EILIGE ZAHLUNGEN RTGS-PLUS (Belastung heute, Weiterleitung morgen);x;
9324;;;
9325;stationäre Erfassung MWF Soll;;
9326;stationäre Erfassung MWF Haben;;
9327;Mehrwährung interner Zahlungsverkehr (OSP-Portal);;
